20200618_C_N1N_CD45_CGDA7928_34_S34	20200618_C_N1R_CD45_CGDA7928_33_S33	20200618_C_N2N_CD45_CGDA7928_36_S36	20200618_C_N2R_CD45_CGDA7928_35_S35	20200618_C_P2N_CD45_CGDA7928_40_S38	20200618_C_P2R_CD45_CGDA7928_39_S37	20200618_D_N1N_CD45_CGDA7928_42_S40	20200618_D_N1R_CD45_CGDA7928_41_S39	20200618_D_N2R_CD45_CGDA7928_43_S41	20200618_D_P1N_CD45_CGDA7928_46_S44	20200618_D_P1R_CD45_CGDA7928_45_S43	20200618_D_P2N_CD45_CGDA7928_48_S46	20200618_D_P2R_CD45_CGDA7928_47_S45
ABCB4	75.7717174176572	100.622345818725	273.546435726712	266.706778123193	427.865047751531	234.486078476795	439.926709604364	97.4195357658182	97.9459650831134	150.069594793571	91.4579927110436	82.5981601710324	237.366143570232
ABCB9	2.95214483445417	44.2991459579292	74.1081977267586	31.3772680144932	71.1256183275272	98.3649227508588	50.444929367967	0	0	25.7025272850868	10.7597638483581	28.9093560598614	108.21103603937
ACAP1	3005.28344147435	8856.0321219323	3778.42825762753	5280.60963467442	5196.61548905496	7760.89304653493	4389.88199290541	9034.87630086217	5100.31352723703	6319.5052569978	7248.49424584388	7251.08598601451	4519.55609393467
ACHE	120.05388993447	360.721617085995	394.517170251274	580.479458268125	709.033507702537	300.062693644034	841.139868763543	6.28513133973021	490.620243279959	198.158194230185	294.10021185512	227.144940470339	486.076992531688
ACP5	3858.45329863161	6494.88764237467	7877.26548777958	9583.90965677978	3357.35145261656	6108.56106133616	3555.78095149554	4947.96964720261	5392.37058675759	4785.64475772649	5020.3264822464	3755.11885677556	3342.32474218378
ADAM28	35.4257380134501	12.0240539028665	2.17965287431643	0	0	0.993585078291503	17.5970683841745	26.7118081938534	0	2.48734135016969	0.896646987363172	17.5521090363444	0
ADAMTS3	192.873462517673	103.786570530005	186.360320754055	66.4459793248092	88.907022909409	135.127570647644	377.750401313614	0	292.947477384948	55.5506234871231	109.390932458307	24.7794480513097	95.9936610026673
ADRB2	1099.1819266951	930.282065116513	1949.69949607605	1434.12572042713	965.752536353455	952.848090081551	1683.45287541937	263.975516268669	1016.8572011356	867.253017425833	1090.32273663362	889.995175842875	1375.32736127458
AIF1	1434.74238954473	3114.22996084242	7584.10217618402	5868.47197953419	4529.81281723439	3143.70318771431	3061.88989884637	13761.2950683393	2409.47074104459	3060.25897449211	3479.88695795647	3488.73979022398	5444.58591814219
ALOX15	6.88833794705974	31.6422471128066	342.20550126768	239.020953404522	471.207221419868	117.243039238397	118.486927120109	36.1395052034487	177.193155013996	70.4746715881413	48.4189373176113	51.6238501068953	266.164241871032
ALOX5	99.3888760932905	212.003055655804	3037.34628035995	3163.56690452008	3153.97663771128	1267.81455989996	2964.51945378727	1099.89798445279	877.061596426061	776.879615036334	638.412655002579	908.579761881357	2707.02124027522
AMPD1	29.5214483445417	0.632844942256131	7.62878506010751	1.84572164791137	0	7.94868062633202	26.982171522401	1.57128283493255	0	6.63291026711918	9.86311686099489	3.09743100641372	6.98135716383035
ANGPT4	94.4686347025336	14.555433671891	22.8863551803225	85.8260566278786	66.6802671820567	42.7241583665346	15.2507925996179	0	76.5759363377068	7.46202405050908	31.382644557711	10.3247700213791	28.7980983008002
ANKRD55	7.87238622521113	10.7583640183542	11.9880908087404	8.30574741560115	6.66802671820567	14.9037761743725	0	0	0	9.12025161728887	14.3463517978108	0	14.8353839731395
APOL9A	1659.10539696325	152.515631083728	178.731535693947	215.94943280563	112.245116423129	176.858143935887	96.1973071668209	0	120.206411692912	152.556936143741	326.379503400195	239.534664495994	157.953205831662
AQP9	10.8245310596653	10.7583640183542	118.791081650245	73.8288659164547	97.7977252003499	60.6086897757817	30.5015851992359	1.57128283493255	11.5754322370952	42.2848029528848	18.8295867346266	38.2016490791025	140.499812922086
ARHGAP22	294.230435167266	255.669356671477	1359.01356713629	960.698117737867	1767.0270803245	436.18384936997	1679.93346174253	120.988778289807	811.170674461057	326.67083065562	572.060777937704	287.028606594338	906.703761652466
ARRB1	11.8085793378167	65.1830290523815	269.187129978079	247.326700820123	406.749629810546	128.172475099604	307.362127776915	34.5682223685161	181.645244335956	90.3734023894988	86.0781107868645	88.7930221838599	342.959170673166
ASGR2	1296.97563060353	781.563503686322	6778.7204391241	5661.75115496812	4350.8874336292	2690.62839201339	4571.71836620855	7058.20249451702	1800.4249218005	2830.59445649311	2612.82932117628	1677.7751284741	4838.95318417991
BACH2	1036.20283689342	1250.50160589812	328.037757584623	675.53412313556	440.089763401574	1455.60213969705	549.028533586246	850.064013698511	1103.22773398161	1172.36688971332	1246.33931243481	1227.61515554197	291.471661589917
BANK1	2837.99523418861	7031.54015340787	171.10275063384	3642.53167215308	150.030601159628	6730.54532034664	231.108164778826	6663.81050294895	3462.83507462025	5180.30291862008	4410.60653083944	6495.31282044956	271.400259743905
BCL11B	321.783786955505	966.987071767368	1428.76245911442	1032.68126200641	2025.96878454816	1433.74326797464	1871.15493818389	186.982657356974	745.279752496054	565.45560027191	974.655275263768	868.313158797979	1237.44555728893
BCL2A1	9153.61708336424	11219.7079812589	28917.4546835561	17443.9152944103	12549.2262836631	13098.4320871169	17025.750230635	25806.7492809322	15863.6846720068	13605.7571854282	15581.9313463972	9686.69923405783	21033.0837953299
BEND5	194.841559073976	607.531144565886	61.0302804808601	175.34355655158	44.4535114547045	460.029891248966	29.3284473069576	798.211680145736	193.220676573051	329.158172005789	289.616976918305	369.62676676537	19.1987322005335
BFSP1	61.0109932453863	22.7824179212207	58.8506276065436	66.4459793248092	33.3401335910284	42.7241583665346	15.2507925996179	0	0	0.829113783389897	35.8658794945269	11.357247023517	28.7980983008002
BIRC3	14865.0332897549	18464.5168802071	11048.66041991	15246.5836725718	12016.895483993	13209.7136158855	10459.6974475533	16702.736535333	14024.0813641731	17029.1679970451	15871.5483233155	13409.8113037671	10455.4550224814
BLK	984.048278151392	2726.29601123941	321.498798961674	1044.67845271783	545.666853106498	1482.42893681092	563.106188293586	886.203518901959	1279.53047113122	1721.24021431743	1839.02297108187	1992.68061412616	673.700966309628
BPI	0	4.42991459579292	0	0	1.11133778636761	5.96151046974902	0	0	0	0	0	3.09743100641372	0
BST1	472.343173512668	848.645067565472	950.328653201964	1028.98981871059	569.004946620218	689.548044334303	341.383126652986	909.772761425948	443.428096467186	902.904910111598	676.968475459195	595.739230233572	541.927849842331
C3AR1	45.266220794964	37.9706965353679	733.453192207479	514.956339767272	400.08160309234	109.294358612065	525.56577574068	15.7128283493255	240.412823385824	77.1075818552605	63.6619361027852	45.4289880940678	152.717187958789
C5AR1	472.343173512668	573.357517684055	8623.79659723296	6564.30904079678	7320.38199880346	2362.74531617719	6466.33606223801	3521.24483308385	1868.09667949429	897.101113627869	1085.8395016968	703.116838455914	4474.17727236977
C5AR2	321.783786955505	110.747864894823	188.539973628371	147.657731832909	145.585250014157	89.4226570462352	204.125993256425	163.413414832985	139.795604709535	57.2088510539029	108.494285470944	84.6631141753083	147.481170085916
CA8	261.75684198827	57.5888897453079	45.772710360645	12.9200515353796	24.4494313000875	110.287943690357	35.1941367683491	141.41545514393	78.3567720664907	50.5759407867837	131.807107142386	84.6631141753083	30.5434375917578
CAMP	11.8085793378167	12.6568988451226	135.138478207619	29.5315463665819	24.4494313000875	9.93585078291503	0	0	1.78083572878388	9.12025161728887	8.06982288626855	7.22733901496534	26.1800893643638
CCL12	39.3619311260557	65.1830290523815	192.899279377004	215.026571981674	45.5648492410721	79.4868062633202	24.6358957378444	282.830910287859	30.274207389326	8.29113783389897	54.6954662291535	52.6563271090332	77.6675984476126
CCL17	1028.3304506682	1554.90002312331	1293.6239809068	1269.85649376302	3172.86938007953	2226.62416045126	774.27100890368	8786.61361294283	2506.52628826331	2263.48062865442	2464.88256826136	2366.43728890008	2473.1457752869
CCL19	154.495579669768	30.3765572282943	1.08982643715822	22.1486597749364	0	49.6792539145751	0	78.5641417466276	38.2879681688534	33.1645513355959	43.9357023807954	79.5007291646187	0
CCL22	401.491697485768	634.7434770829	1554.09249938761	1589.16633885169	3260.66506520257	2613.12875590665	1813.67118146226	949.054832299261	2181.52376776025	1614.28453626013	2440.67309960255	2600.80956838538	2070.84506872118
CCL3	5793.09221347724	9916.04740021132	18619.6846788481	17476.2154232488	6122.35986509918	8468.32562227848	10020.9438758413	27283.7551457688	10709.9460729063	9832.46035722079	8950.33022785918	6696.64583586646	10266.0857094125
CCL4	1883.46840438176	1923.84862445864	16121.8024848815	10310.2011252329	5331.08736120544	3418.92625440106	4544.73619468615	1301.02218732415	6712.86027965083	3504.6639623891	4090.50355635079	2339.59288684449	8480.60361476291
CCL5	1413.0933274254	2752.24265387191	10587.6638369921	10808.545970169	5562.2456207699	3948.50710113043	8697.64433335134	12128.7322028444	5827.78492244525	1804.15159265642	2648.69520067081	2600.80956838538	11159.6994263828
CCL6	2771.07995127432	2568.71762061764	17727.1168268155	14299.7284671933	15101.9691789495	5467.69868583814	9395.66137925693	20407.821460104	5413.74061550299	4580.85365322918	6512.34706921872	4227.99332375472	12102.1826434999
CCL7	27371.302856781	10845.6966203856	109256.190151548	43591.3310195467	29469.34408111	25410.9383773052	27693.0930851216	83097.292725408	23054.6993448361	21867.8760369085	27681.2857938758	15580.077962261	41540.8204640815
CCL9	94.4686347025336	140.491577180861	348.744459890629	285.163994602306	494.545314933588	391.472520846852	547.855395693968	125.702626794604	448.770603653538	313.405010121381	386.454851553527	242.632095502408	466.005590685676
CCND2	3348.71629054919	3802.13241307484	4065.05261060014	5400.58154178866	3796.32987823176	4407.54340730111	4459.09712854983	9146.43738214239	7387.79702085992	4048.56260429287	4731.60615231546	3385.49209001019	4086.71194977719
CCR10	44.2821725168126	43.0334560734169	14.1677436830568	25.8401030707591	68.902942754792	80.4803913416117	59.8300325061935	6.28513133973021	24.0412823385824	45.6012580864444	43.0390553934323	74.3383441539292	88.1396341933581
CCR3	0	39.2363864198801	14.1677436830568	9.22860823955684	7.77936450457329	18.8781164875386	28.1553094146793	0	24.9317002029743	19.0696170179676	20.622880709353	15.4871550320686	20.944071491491
CCR5	387.715021591648	599.304160316556	2618.85292849119	1228.32775668501	2527.18212619995	1350.28212139815	1988.46872741172	659.938790671672	1655.28680990462	863.936562292273	852.711284982377	652.525465351156	2000.15882743739
CCR6	321.783786955505	1036.60001541554	200.528064437112	433.744587259171	338.958024842122	545.478207982035	403.559434943736	72.2790104068974	627.744594396318	768.588477202435	875.127459666456	482.166759998402	234.748134633795
CCR7	20526.2630339599	39161.0778717516	3935.36326457832	23567.0968613563	4267.53709965163	35998.5809715794	4896.67756236964	13016.5070045813	33765.5358356067	32065.1464588209	35191.6009600298	37011.2030956375	4149.54416425166
CD180	70.8514760269002	293.007208264589	365.091856448002	309.158376025154	218.93354391442	257.338535277499	287.418783608184	158.699566328188	392.674278196845	96.1771988732281	100.424462584675	144.546780299307	323.760438472632
CD19	6564.58606354793	14251.6680996081	69.7488919781258	4829.33069176009	70.0142805411596	8558.741864403	28.1553094146793	2831.45166854846	6287.24054047149	10670.694392228	10596.574096658	9586.54896485045	248.710848961456
CD1D1	679.977360202612	929.649220174257	1406.96593037126	1221.86773091733	1279.14979210912	758.105414736416	710.921562720652	3607.66538900514	757.745602597541	1057.12007382212	941.479336731331	1375.25936684769	939.86520818066
CD2	1759.47832133469	5378.54916423486	2040.15509036018	2659.68489464028	3138.41790870214	4028.98749247204	2087.0123103631	12004.6008588847	2003.44019488186	3531.19560345757	4401.64006096581	4569.74321146237	2657.27907048293
CD209	20.6650138411792	5.06275953804905	38.1439253005375	62.7545360289865	41.1194980956017	11.923020939498	25.8090336301227	1.57128283493255	0	8.29113783389897	22.4161746840793	39.2341260812404	18.3260625550547
CD209A	0	8.2269842493297	10.8982643715822	0.922860823955684	6.66802671820567	0.993585078291503	0	0	0	14.0949343176283	4.48323493681586	13.4222010277928	0
CD209E	4.92024139075696	0	11.9880908087404	2.76858247186705	17.7814045818818	6.95509554804052	0	80.1354245815602	21.3700287454066	8.29113783389897	16.1396457725371	0	13.9627143276607
CD22	1502.64172073717	4595.71997066402	1348.11530276471	2699.36791007037	2258.23838189899	3670.30327920881	1400.72664338029	1896.53838176359	3273.17606950477	3080.98681907686	3596.45106631368	3478.4150202026	1971.36072913659
CD244	69.8674277487488	221.495729789646	537.284433519	717.985721037522	536.776150815557	294.101183174285	509.141845248784	444.673042285912	225.275719691161	222.202493948493	170.362927599003	252.956865523787	806.346752422405
CD247	1283.19895470941	3471.15450827488	1208.61751880846	1278.16224117862	1660.33865283321	4276.39017696663	1340.8966108741	1466.00688499207	2299.94934372438	3234.37286900399	3960.48974318313	4637.88669360347	1350.89261120117
CD27	3104.67231756764	6198.7162093988	4635.03183723389	3402.58785792461	4403.12030958848	7768.84172716126	5130.13200293302	5279.51032537338	3788.7280129877	5967.96101284048	5639.01290352699	7869.53971029512	4243.79248596337
CD28	660.296394639584	2556.06072177251	2139.32929614158	2477.88131232101	2951.71316059238	3615.65609990278	3162.77975758231	262.404233433736	2079.12571335518	2295.81606620663	2360.87151772723	3160.41210354413	2716.62060637548
CD300A	389.683118147951	610.06252433491	3510.33095408661	2260.08615786747	3088.40770831559	785.925796928579	3034.90772732397	1398.44172308997	2319.538536741	842.379603924136	1029.35074149292	438.80272590861	2508.05256110605
CD37	977.159940204332	3505.32813515671	3039.52593323426	4187.01955828694	4214.19288590599	4699.65742031881	2807.31897622198	4096.33435066916	4001.53788257738	2105.11989602695	2919.48259085449	3388.58952101661	3768.18752917743
CD38	355.241428412652	1049.25691426067	697.488919781258	634.005386057555	204.486152691641	758.105414736416	805.945731995194	480.812547489361	886.856192934372	2201.29709490018	1542.23281826466	898.254991859978	418.881429829821
CD3D	1220.21986490773	4303.97845228395	633.189159988923	886.869251821412	953.527820703411	3044.34467988516	563.106188293586	7187.04768698149	1132.61152350655	1749.43008295268	2930.24235470285	2824.85707784931	807.219422067884
CD3E	1944.47939762715	5665.22792307689	2857.52491822884	2958.69180160192	2887.25556898306	6314.2331725425	3266.0158921028	4049.19586562119	4166.26518748989	4793.93589556039	6040.71075386569	5699.27305180124	3066.56113421248
CD3G	1954.31988040866	9345.22126229629	1448.37933498327	1955.54208596209	2053.75222920735	5591.89682062458	1486.36570951661	9479.54934314809	1746.10943207259	3900.15123706608	6222.73009230041	7681.62889590602	1737.48526414828
CD4	981.096133316937	2314.31395383067	16406.2471849798	13108.3151434665	16332.2201084584	5013.63030505892	11766.5730595514	3018.43432590543	5819.77116166572	3675.46140176742	4467.09529104332	3701.43005266439	13997.6211134798
CD40	4090.68869227533	4558.38211907091	1049.50285898336	2824.87698212835	562.336919902012	2635.98121270736	611.204841876996	4828.55215174773	3066.59912496584	4830.41690202954	2964.31494022265	3082.97632838379	385.719983301627
CD40LG	143.671048610103	1010.02052784079	147.126569016359	198.415077150472	145.585250014157	745.188808718627	184.182649087694	136.701606639132	219.933212504809	514.050545701736	598.063540571236	736.156102524327	212.931393496826
CD5	361.145718081561	1917.52017503608	638.638292174714	831.497602384071	921.299024898751	1419.83307687856	647.572116537623	2334.92629270977	594.799133413816	746.202405050908	1479.46752914923	1487.79936008072	757.477252275593
CD6	847.265567488348	2620.61090588264	1888.66921559519	1712.82968926175	2693.88279415509	4342.96037721216	2035.39424310286	650.511093662077	1436.2440152642	1633.3541532781	2885.41000533469	2747.42130268897	2357.08071243822
CD69	51743.2265617565	129345.279212904	19079.5914353289	31685.5035296944	14142.8846693142	67776.4125305766	27869.0637689634	218425.598166809	34577.5969279322	97386.875883194	80318.9471870309	113543.56087911	29873.2273040301
CD7	2590.99911637261	6460.08117055059	27616.2019175892	24377.3686647894	30088.3592281167	11222.5434593025	22425.703948792	19725.8847097433	22228.3915666804	6180.2141413883	5642.59949147644	5948.10000931647	28908.927345776
CD70	6.88833794705974	38.603541477624	54.4913218579108	3.69144329582273	17.7814045818818	50.6728389928666	21.1164820610095	257.690384928939	3.56167145756776	17.4113894511878	63.6619361027852	44.3965110919299	28.7980983008002
CD72	4133.00276823584	5748.13061051244	1891.93869490666	2974.38043560917	1784.80848490639	2549.539310896	1069.90175775781	9203.00356419996	3097.76375021956	5264.87252452585	3477.19701699438	2998.31321420848	1609.20282626289
CD79B	4298.32287896528	9664.17511319338	17.4372229945314	1608.54641615476	141.139898868687	6585.48189891608	89.158479813151	9347.56158501375	3981.94868956075	9323.3844942194	6463.92813190111	5208.84647578573	121.301080721552
CD80	135.798662384892	170.868134409155	371.630815070951	391.29298935721	791.27250389374	216.601547067548	429.368468573859	194.839071531636	525.346539991244	301.797417153923	314.723092564473	223.015032461788	657.120243045531
CD86	1425.88595504137	1797.91248094967	3015.54975161678	2270.23762693098	2679.43540293231	1467.52516063655	1847.69218033833	4925.97168751355	2495.84127389061	2834.74002541006	1627.41428206416	1772.76301267078	2219.19890845257
CD8A	845.297470932045	3721.12826046605	2857.52491822884	2462.19267831376	4118.61783627837	4438.34454472814	3650.80512077008	4732.70389881685	2819.06295866488	2146.57558519644	2417.36027793111	3291.53668281564	3564.85550178087
CD8B	114.149600265561	346.166183414104	223.414419617434	259.323891531547	215.599530555317	488.843858519419	184.182649087694	532.664881042135	154.042290539806	185.721487479337	212.505336005072	201.333015416892	245.220170379541
CD96	367.050007750469	2176.35375641884	2929.45346308128	2587.70175037174	2608.30978460479	2377.64909235157	3500.64347055846	3249.41290264052	2207.34588582762	1397.05672501198	1112.7389113177	1526.00100915982	3083.14185747658
CDC25A	321.783786955505	349.96325306764	592.865581814069	504.804870703759	587.897688988467	549.452548295201	749.635113165836	91.134404426088	692.745098496929	498.297383817328	457.289963555218	440.867679912886	539.309840905894
CDHR1	58.0588484109321	10.7583640183542	43.5930574863286	8.30574741560115	233.380935137199	48.6856688362836	322.612920376533	0	243.974494843391	68.8164440213615	38.5558204566164	21.682017044896	169.297911222886
CDK6	167.288207285737	155.679855795008	395.606996688432	209.48940703794	408.972305383281	195.736260423426	658.130357568128	628.513133973021	335.687534875761	162.50630154442	207.125454080893	150.741642312134	484.33165324073
CEACAM1	1116.89479570183	509.440178516186	867.501843977939	1109.27871039473	884.624877948619	739.227298248878	674.554288060024	4.71384850479766	877.061596426061	707.234057231582	583.717188773425	498.686392032608	452.042876358015
CEACAM9	0.984048278151392	0.632844942256131	4.35930574863286	0.922860823955684	0	0	0	3.1425656698651	0	0	0	5.16238501068953	0
CFP	1448.51906543885	1746.65204062692	22429.7179031532	16340.1737489593	24172.7081912819	5712.12061509785	8400.84044660493	6437.54577471867	10900.4954958861	2925.11342779956	4139.81914065577	2599.77709138325	14180.8817390304
CGM4	1.96809655630278	7.59413930707357	0	0	0	12.9166060177895	0	0	0	22.3860721515272	0	8.25981601710325	0
CHI3L1	10343.3314516493	2549.0994274077	9174.15894799786	13154.4581846643	4938.78512261767	3022.48580816275	3667.22905126198	9877.08390038602	2289.26432935168	1251.96181291875	2691.73425606424	2069.08391228436	3516.85867127954
CHST15	15.7447724504223	68.9800987059183	78.4675034753915	36.9144329582273	73.3482939002624	85.4483167330692	117.31378922783	0	81.9184435240585	36.4810064691555	65.4552300775116	117.702378243721	54.978187665164
CHST7	0	32.2750920550627	41.4134046120122	67.3688401487649	65.5689293956891	59.6151046974902	21.1164820610095	1.57128283493255	27.6029537961501	20.7278445847474	49.3155843049745	57.8187121197227	33.1614465281941
CLEC10A	833.488891594229	901.171197772731	10627.9874151669	10073.0258934763	9295.22924517871	4783.11856689529	7471.71523592051	7583.0109613845	4773.53017100519	4264.13218797424	3956.00650824632	3720.01463870287	10649.1876837777
CLEC2D	43.2981242386612	49.9947504382344	1.08982643715822	13.8429123593353	6.66802671820567	36.7626478967856	18.7702062764528	72.2790104068974	39.1783860332453	55.5506234871231	43.9357023807954	13.4222010277928	0.872669645478793
CLEC2D2	196.809655630278	446.788529232829	190.719626502688	293.469742017907	154.475952305098	384.517425298812	286.245645715906	270.260647608399	319.660013316706	724.64544668277	347.899031096911	509.011162053988	292.344331235396
CLEC4A1	300.134724836174	552.473634589602	2941.44155389002	2787.03968834616	2186.00142578509	1116.78962799965	1553.23456937647	535.807446712	893.979535849508	721.328991549211	511.088782797008	745.448395543568	2367.55274818397
CLEC4M	246.012069537848	46.1976807846976	38.1439253005375	106.128994754904	23.3380935137199	77.4996361067372	17.5970683841745	98.9908186007508	4.4520893219597	67.9873302379716	52.9021722544272	111.507516230894	17.4533929095759
CLEC7A	806.919588084141	1308.72334058568	5902.49998364889	5853.7062063509	4344.219406911	2479.98835541559	3537.01074521908	3709.79877327576	1849.39790434206	2579.37298012597	1921.51449391928	1155.34176539232	4128.60009276017
CMA1	132.846517550438	101.888035703237	52.3116689835943	38.7601546061387	61.1235782502187	36.7626478967856	127.872030258335	111.561081280211	46.3017289483809	40.626575386105	17.9329397472634	11.357247023517	8.72669645478793
COLQ	4.92024139075696	3.79706965353679	0	0	0	0	0	0	0.89041786439194	0.829113783389897	8.96646987363172	1.03247700213791	0
CPA3	204.682041855489	156.945545679521	102.443685092872	85.8260566278786	30.0061202319255	35.7690628184941	322.612920376533	138.272889474065	17.8083572878388	89.5442886061089	25.1061156461688	25.8119250534476	17.4533929095759
CR2	913.196802124491	2718.06902699008	0	1230.17347833293	13.3360534364113	3395.08021252206	16.4239304918962	1148.6077523357	1783.50698237706	1975.77814581813	1816.60679639779	2950.81927211013	75.922259156655
CREB5	540.242504705114	56.3231998607957	347.654633453471	297.16118531373	368.964145074047	255.351365120916	544.335982017133	212.123182715895	245.755330572175	101.980995356957	143.463517978108	88.7930221838599	381.356635074233
CRISP3	112.181503709259	0	8.71861149726572	11.0743298874682	8.8907022909409	0	0	0	0	3.31645513355959	5.37988192417903	0	11.3447053912243
CRTAM	54.1226552983265	117.076314317384	106.802990841505	85.8260566278786	100.020400773085	145.063421430559	319.093506699698	18.8553940191906	220.823630369201	122.708839941705	129.117166180297	196.170630406202	118.683071785116
CSF1	9082.76560733734	1323.27877425757	4024.72903242529	2560.01592565307	3365.13081712113	2013.99695369688	2399.06698970913	208.980617046029	2730.91159009008	1069.55678057297	2316.03916835907	817.721785693221	2594.44685600845
CSF2	401.491697485768	84.8012222623216	113.341949464454	140.274845241264	106.688427491291	46.6984986797006	146.642236534788	130.416475299402	178.97399074278	88.715174822719	104.011050534128	36.1366950748267	121.301080721552
CSF3R	39.3619311260557	119.607694086409	1352.47460851335	2561.86164730098	917.965011539648	490.831028676002	486.852225295496	1.57128283493255	422.058067721779	38.9683478193252	139.876930028655	214.755216444684	1161.52329813227
CST7	267.661131657178	449.319909001853	1438.57089704884	1267.08791129115	2421.60503649503	959.803185629592	1186.04240909336	1415.72583427423	1810.21951830881	684.847985080055	954.929041541778	903.417376870667	1795.08146074988
CTLA4	540.242504705114	1801.70955060321	256.109212732181	382.064381117653	410.083643169649	1367.17306772911	563.106188293586	678.794184690862	824.526942426936	1829.02500615811	1947.51725655281	1766.56815065796	801.110734549532
CTSW	1195.61865795394	3497.10115090738	5488.36593752877	4874.55087213392	6081.24036700357	3659.3738433476	4958.85387066039	2008.0994630438	5320.24673974184	2095.99964440966	2498.0585067938	2615.26424641532	5128.67950647887
CXCL10	1378.6516376901	863.200501237363	13881.1193300842	8795.78651312162	3949.69449275049	2432.2962716576	3145.18268919813	1802.26141166764	3534.958921636	3116.63871176262	3028.8735233128	2302.42371476753	6184.60977750821
CXCL11	117.101745100016	99.9895008764687	112.252123027296	10.1514690635125	48.8988626001749	44.7113285231176	39.8866883374623	0	111.302233048992	62.1835337542423	104.011050534128	50.5913731047574	110.829044975807
CXCL13	988.968519542149	506.908798747161	141.677436830568	307.312654377243	21.1154179409846	701.471065273801	78.6002387826463	1608.99362297093	94.3842936255456	996.594767634657	771.116409132328	1412.42853892465	72.4315805747398
CXCL9	2071.42162550868	277.186084708185	348.744459890629	347.918530631293	231.158259564463	227.530982928754	209.991682717816	399.105840072868	260.892434266838	248.734135016969	291.410270893031	320.067870662751	401.428036920245
CXCR2	13.7766758941195	29.7437122860382	308.420881715775	218.718015277497	76.6823072593653	30.8011374270366	62.1763082907501	340.968375180364	66.7813398293955	18.2405032345777	21.5195276967161	34.0717410705509	109.956375330328
CXCR5	1198.57080278839	2988.29381733345	38.1439253005375	1265.24218964324	70.0142805411596	2566.43025722695	55.1374809370802	289.11604162759	1895.69963329044	1989.04396635236	2100.84389139191	2448.00297206897	92.5029824207521
CXCR6	104.309117484048	406.919297870692	449.008492109185	603.550978867017	524.551435165513	270.255141295289	817.677110917977	1690.70033038743	303.632491757651	626.810020242762	390.04143950298	202.36549241903	849.980234696345
CYP27A1	135.798662384892	33.5407819395749	114.431775901613	134.73768029753	112.245116423129	109.294358612065	119.660065012387	0	153.151872675414	126.025295075264	95.0445806604963	77.4357751603429	108.21103603937
CYP27B1	36.4097862916015	10.7583640183542	42.5032310491704	50.7573453175626	23.3380935137199	0	11.731378922783	1.57128283493255	40.0688038976373	26.5316410684767	14.3463517978108	16.5196320342065	17.4533929095759
DAPK2	144.655096888255	366.4172215663	936.160909518907	637.696829353377	720.146885566213	550.446133373492	878.680281316449	1723.69726992101	421.167649857388	269.461979601717	262.717567297409	499.718869034746	1114.39913727642
DEPDC5	460.534594174851	573.990362626311	336.756369081889	610.933865458663	412.306318742384	707.43257574355	240.493267917052	312.685284151578	560.07283670253	476.740425449191	555.921132165167	528.628225094608	359.539893937263
DGKA	5441.7869781772	9713.53701868936	1643.45826723459	3059.28363141309	2246.01366624894	8839.9264415595	2430.74171280064	4574.00433248866	5224.08161038751	9985.84640714792	9858.63362605808	6972.31719543728	1923.36389863526
